Latitude,Longitude,Beat,District,Ward,Community Area,Hour,DayOfWeek,Month,Year,Location_Description_Clean,TimeOfDay,Season,Arrest_Target
41.836904914198975,-87.88649324676531,909,3,24,17,10,6,2,2022,RESIDENCE,Morning,Winter,0
41.62892222472358,-87.94964472000805,471,21,31,19,16,4,4,2023,APARTMENT,Morning,Fall,0
42.078894900494106,-87.58543695916454,859,8,6,39,10,3,1,2018,PARKING LOT,Afternoon,Spring,0
42.07136215954706,-87.9105914466562,976,1,35,36,14,5,12,2020,RESIDENCE,Evening,Spring,0
41.992594771574204,-87.66476758156911,1076,7,37,15,18,4,7,2022,PARKING LOT,Night,Fall,1
42.09566395078211,-87.53842259546816,1706,7,13,63,7,6,1,2020,STREET,Night,Summer,0
41.87224116640013,-87.8561066390787,255,8,25,29,15,4,6,2020,RESIDENCE,Afternoon,Summer,0
42.0813841751266,-87.65062722369339,713,19,32,60,20,6,10,2023,RESIDENCE,Night,Fall,0
41.63780252030838,-87.91458564048162,1136,17,1,56,14,6,10,2019,RESIDENCE,Morning,Summer,1
41.782840374130686,-87.67831018527308,607,11,49,40,2,0,9,2022,STREET,Morning,Winter,0
41.71269063400339,-87.87623072557106,564,15,35,16,23,4,2,2020,STREET,Night,Fall,0
41.697916542067134,-87.61882089776817,882,9,19,33,5,3,1,2023,PARKING LOT,Night,Winter,0
41.67040147444634,-87.81444591734274,903,17,12,16,2,5,12,2021,STREET,Evening,Fall,0
41.911206820783,-87.74147404603791,319,11,40,30,4,6,11,2020,APARTMENT,Evening,Winter,0
41.990660927873655,-87.68025625608757,114,6,40,66,0,4,11,2020,SIDEWALK,Night,Spring,0
41.88914919971018,-87.8729269652002,1873,9,47,44,21,4,11,2022,RESIDENCE,Night,Spring,0
41.673481354794106,-87.61626298162207,216,18,43,38,13,1,10,2021,PARKING LOT,Afternoon,Summer,0
42.00556188496674,-87.81381184671343,430,20,20,51,11,1,3,2020,PARKING LOT,Evening,Fall,0
41.91797735358187,-87.65193266303926,155,2,33,60,12,5,6,2022,PARKING LOT,Night,Spring,0
41.7940828530635,-87.87877262718528,1474,4,29,18,13,6,7,2022,PARKING LOT,Afternoon,Fall,0
41.93706514776803,-87.64034705335715,1255,18,16,5,11,1,11,2023,RESIDENCE,Evening,Fall,0
41.72995248962142,-87.8923153672353,1349,1,14,40,22,2,8,2020,PARKING LOT,Afternoon,Winter,0
41.77259610424711,-87.7585895766785,407,11,7,6,12,1,4,2018,RESIDENCE,Night,Spring,0
42.058742921565994,-87.83875726681751,1598,3,6,76,23,2,8,2018,PARKING LOT,Morning,Summer,1
41.74525225283571,-87.61323113775732,321,8,21,12,5,5,7,2019,PARKING LOT,Morning,Summer,0
41.83499413407897,-87.8320842479719,1296,5,36,12,20,2,11,2018,SIDEWALK,Morning,Summer,0
42.04507056869801,-87.55322721212207,1463,20,22,73,14,5,8,2018,APARTMENT,Morning,Fall,0
41.95386067513377,-87.54868090486703,896,21,40,22,21,3,5,2022,STREET,Night,Summer,0
41.63110161308235,-87.86160140814975,1629,22,19,49,22,1,10,2022,STREET,Morning,Fall,0
41.67365152213949,-87.67376932474653,1944,22,25,50,15,4,7,2023,STREET,Morning,Spring,0
41.60392079538596,-87.91052706122602,1280,5,3,4,8,6,4,2020,APARTMENT,Night,Fall,0
41.915460895114585,-87.77380830517927,250,11,36,50,7,0,1,2020,RESIDENCE,Evening,Summer,0
41.82383671270521,-87.62900522172443,1820,12,45,3,4,6,3,2022,STREET,Evening,Spring,0
41.66713742545114,-87.65325953891754,1301,22,34,16,14,4,12,2020,STREET,Evening,Summer,0
42.078967060528385,-87.66888469876703,1656,9,11,14,6,1,10,2022,STREET,Afternoon,Fall,0
41.86482986197281,-87.82285661135191,211,21,48,64,23,4,9,2018,RESIDENCE,Evening,Fall,0
41.720946647056444,-87.77988877275452,782,13,42,41,16,1,11,2020,APARTMENT,Night,Summer,1
41.85030178557736,-87.90367423488487,1261,22,47,68,15,6,4,2018,APARTMENT,Evening,Spring,0
41.93981016636756,-87.62643973080488,1356,20,27,59,23,1,5,2019,RESIDENCE,Afternoon,Fall,0
41.638119608986784,-87.72325004144393,431,3,42,2,10,4,3,2023,SIDEWALK,Afternoon,Winter,1
41.737351907523944,-87.63105546544446,1665,13,2,10,6,2,12,2023,PARKING LOT,Morning,Winter,0
42.003482745442,-87.8379754138414,992,22,6,75,10,3,11,2020,RESIDENCE,Night,Winter,1
41.82983243520133,-87.80400279711422,1430,11,46,26,1,3,6,2022,PARKING LOT,Evening,Winter,0
41.87328857101615,-87.79960309823295,260,11,2,4,1,3,4,2023,APARTMENT,Evening,Summer,0
41.81640800110473,-87.93841591561376,1525,21,42,28,5,3,5,2022,PARKING LOT,Night,Fall,0
41.621949971321506,-87.79652845722622,1713,20,17,2,2,0,11,2023,STREET,Night,Spring,0
41.68287488991008,-87.58851294191689,377,21,40,66,0,5,7,2019,PARKING LOT,Night,Winter,0
41.822770819370945,-87.54621567691262,1443,7,48,16,23,1,12,2022,PARKING LOT,Night,Summer,0
41.704592732703965,-87.71680175796384,1656,17,14,57,22,0,7,2018,APARTMENT,Night,Spring,0
41.62498951432984,-87.74502423715136,996,16,10,23,19,3,9,2022,SIDEWALK,Night,Summer,0
42.021824832025914,-87.93612892158528,596,14,45,23,15,3,2,2019,PARKING LOT,Night,Fall,0
42.09059626458206,-87.55435804808658,1486,1,33,21,13,6,4,2021,APARTMENT,Afternoon,Winter,1
41.99657143699837,-87.94414540395836,1495,11,42,25,16,4,8,2021,STREET,Morning,Spring,0
42.02689246085234,-87.52486246390541,754,13,12,58,17,3,4,2018,PARKING LOT,Evening,Spring,0
41.72098856515852,-87.72985268809036,1159,1,32,37,3,1,12,2021,PARKING LOT,Afternoon,Summer,0
42.0803134877566,-87.79612947789137,402,2,49,49,2,6,3,2022,STREET,Afternoon,Summer,0
41.69846285222672,-87.5341017043208,537,9,24,15,7,3,10,2019,RESIDENCE,Evening,Fall,0
42.07571490518092,-87.93902405310045,825,13,14,28,3,3,6,2023,SIDEWALK,Afternoon,Spring,1
42.097409646982975,-87.68835879730891,1155,5,5,67,22,0,3,2018,STREET,Night,Winter,1
41.955861402873026,-87.7029803639753,285,9,5,4,14,1,12,2021,STREET,Afternoon,Winter,0
42.09057186589591,-87.85130581945488,1297,13,47,47,12,2,12,2022,STREET,Evening,Spring,0
41.884769889783556,-87.75700065589241,1689,5,32,50,13,4,2,2023,RESIDENCE,Morning,Spring,0
41.729770891588046,-87.6564811973253,772,15,45,60,13,2,9,2023,STREET,Evening,Fall,0
41.81849794283281,-87.62279096140314,1373,7,49,62,4,5,3,2022,RESIDENCE,Morning,Winter,0
41.896780467689396,-87.94967741358204,1100,14,33,67,4,0,1,2020,SIDEWALK,Night,Winter,1
41.63654078101351,-87.52841595645904,1886,16,46,72,21,3,12,2020,RESIDENCE,Afternoon,Summer,0
41.91117163230862,-87.87596358242324,378,6,4,43,12,4,12,2019,SIDEWALK,Evening,Summer,1
42.09058891838115,-87.84488880459995,782,2,30,58,3,5,9,2018,SIDEWALK,Evening,Winter,0
41.695053824891865,-87.83143694943777,1818,16,41,52,17,5,5,2021,SIDEWALK,Morning,Spring,0
41.99629755814419,-87.93298093855158,1125,19,17,76,5,1,7,2021,APARTMENT,Afternoon,Spring,0
42.05394939688981,-87.89462654438435,1317,5,3,69,4,4,2,2022,SIDEWALK,Evening,Summer,0
42.07185079641011,-87.50614253467512,1289,4,13,46,2,5,1,2021,RESIDENCE,Evening,Spring,0
42.08006780220273,-87.80815246818023,1882,14,44,25,19,0,6,2019,APARTMENT,Afternoon,Fall,0
41.860729819360735,-87.89811450934744,1110,6,48,25,2,3,5,2020,STREET,Night,Spring,0
42.08865395399575,-87.90185393247143,1024,8,36,35,2,0,10,2022,STREET,Morning,Spring,0
41.97865510356722,-87.6262430145485,1879,24,18,61,19,6,6,2018,PARKING LOT,Evening,Spring,0
41.68083571811848,-87.5654441011853,1233,3,23,15,1,5,2,2022,SIDEWALK,Afternoon,Summer,0
41.838450053233984,-87.8343714652212,479,4,35,74,19,1,7,2021,PARKING LOT,Night,Spring,0
41.959165587686,-87.94059071944915,934,1,49,35,17,2,1,2019,SIDEWALK,Evening,Winter,1
41.723670157909545,-87.8496094916996,1098,2,33,29,9,3,11,2018,SIDEWALK,Night,Summer,0
41.920307591774446,-87.92456793914147,1706,13,36,38,23,3,8,2022,RESIDENCE,Evening,Spring,1
41.93330023952331,-87.90347227851649,1799,9,17,69,20,0,7,2021,RESIDENCE,Evening,Spring,0
41.68134987190428,-87.75582134606856,384,12,39,24,6,0,7,2022,STREET,Night,Fall,1
41.88254265622638,-87.84653673311227,520,10,34,19,19,0,6,2018,APARTMENT,Morning,Spring,0
41.98581345548931,-87.71782435466356,212,10,12,46,21,5,10,2021,STREET,Night,Summer,0
41.84944783226797,-87.83592781103427,1117,18,5,49,13,3,5,2020,SIDEWALK,Afternoon,Spring,0
41.60605155838805,-87.52675821450367,327,12,48,44,9,0,9,2023,APARTMENT,Evening,Summer,0
41.604519234539644,-87.54232521443318,1594,22,40,73,19,6,3,2018,PARKING LOT,Night,Winter,0
41.77851467198501,-87.69493725274529,1936,16,27,26,15,4,9,2020,SIDEWALK,Night,Spring,0
42.06309703421589,-87.79050920360568,627,23,40,25,5,5,5,2020,RESIDENCE,Evening,Summer,0
41.7143383898018,-87.77848390308436,595,6,13,35,16,5,8,2021,STREET,Evening,Winter,0
41.917181844435845,-87.76466647258498,130,24,26,36,5,4,11,2022,STREET,Night,Summer,0
41.71103793534666,-87.62258930503927,261,24,14,14,21,4,3,2022,PARKING LOT,Morning,Spring,0
41.76083499482978,-87.74676245201653,1941,21,32,56,17,5,7,2019,STREET,Evening,Summer,1
42.02402104480074,-87.56447152407235,804,24,11,6,9,3,10,2018,STREET,Night,Spring,1
41.964430721134974,-87.52515734633134,821,10,38,32,9,0,4,2018,APARTMENT,Afternoon,Summer,0
41.647699638656604,-87.79882423097948,1501,15,16,26,8,6,5,2021,SIDEWALK,Morning,Winter,1
41.81435101049322,-87.69768748338095,545,9,22,15,21,1,4,2021,APARTMENT,Afternoon,Spring,0
41.61458488182264,-87.90722455842536,843,24,47,49,14,0,9,2019,APARTMENT,Evening,Winter,0
41.8404450733015,-87.85978892850514,526,2,16,56,10,3,12,2019,STREET,Evening,Spring,0
41.931217005850534,-87.76394040498043,1819,18,13,37,6,4,7,2020,SIDEWALK,Morning,Summer,0
41.659251311799075,-87.8572087778442,603,12,12,53,17,3,6,2023,STREET,Evening,Winter,0
41.74444246945458,-87.55554777914507,1650,3,18,58,1,0,6,2019,STREET,Afternoon,Spring,0
41.79891831275108,-87.87877118477341,1940,7,29,36,1,6,11,2022,APARTMENT,Night,Winter,0
42.05976551232803,-87.74495263030111,820,9,18,11,12,3,10,2020,RESIDENCE,Night,Fall,0
42.09662750771148,-87.67743534179306,783,8,46,27,10,1,7,2023,RESIDENCE,Afternoon,Winter,0
41.62245564949781,-87.63866124132763,1901,6,2,2,18,3,5,2019,APARTMENT,Afternoon,Spring,0
41.9805039617477,-87.77761878362307,1655,1,2,22,19,2,10,2023,APARTMENT,Evening,Summer,0
41.78586203320117,-87.55890541907387,681,14,3,66,0,3,3,2022,STREET,Evening,Fall,0
41.79622909311474,-87.69425638201494,1643,16,29,17,16,0,11,2022,SIDEWALK,Morning,Fall,1
41.97713248667351,-87.7522214987986,1157,16,8,4,19,2,11,2020,STREET,Night,Fall,0
42.059213216072706,-87.91974171467659,835,4,11,14,17,4,3,2020,STREET,Morning,Winter,1
42.07546429725127,-87.74088973919967,790,6,12,7,7,0,7,2022,PARKING LOT,Afternoon,Spring,0
41.88856129301916,-87.58066887163292,857,15,32,16,12,5,11,2021,STREET,Afternoon,Winter,0
41.778560579650254,-87.6734565418004,1613,22,4,66,3,1,10,2020,SIDEWALK,Morning,Fall,0
41.993774542929394,-87.5755268958219,1895,8,9,19,18,3,1,2018,STREET,Morning,Fall,0
41.725500691631154,-87.72769474823032,1743,1,24,1,2,3,4,2021,APARTMENT,Night,Fall,1
41.88203701441676,-87.89669223270748,853,13,49,31,5,0,10,2018,SIDEWALK,Afternoon,Winter,0
41.77928923076244,-87.94386206937385,1546,18,16,4,5,3,8,2023,APARTMENT,Morning,Fall,0
41.92831553685394,-87.81355120397663,1591,18,17,58,21,3,4,2023,PARKING LOT,Night,Summer,0
41.72019945644676,-87.635904287826,123,13,47,56,5,4,1,2023,PARKING LOT,Evening,Spring,0
41.695796472867414,-87.59438304322624,1339,22,22,53,23,3,5,2019,SIDEWALK,Evening,Fall,1
42.05911954333772,-87.81691122442085,154,14,7,43,7,3,1,2020,RESIDENCE,Night,Spring,0
41.65090184147477,-87.72695573560254,1149,11,10,74,16,4,9,2020,RESIDENCE,Morning,Winter,0
41.85297895386747,-87.76049649300467,1404,7,29,49,9,5,8,2022,SIDEWALK,Night,Fall,1
41.710426391481505,-87.76526474704185,903,18,36,60,23,3,7,2020,SIDEWALK,Night,Summer,0
41.61946498166284,-87.84589307905993,426,21,24,16,4,5,5,2023,APARTMENT,Morning,Fall,0
41.618009409145714,-87.88863300273674,1069,22,46,73,18,4,4,2018,PARKING LOT,Evening,Summer,0
41.687610886052916,-87.86149014879595,285,4,14,60,10,1,7,2021,SIDEWALK,Night,Summer,0
42.033385177253,-87.92510042577649,594,17,14,47,9,3,3,2019,STREET,Evening,Spring,0
41.74123937198851,-87.8608411661794,1135,19,25,15,2,0,8,2021,APARTMENT,Night,Spring,0
42.07522958528765,-87.94585959606859,1764,14,46,63,21,2,5,2018,PARKING LOT,Afternoon,Winter,1
41.8908111464946,-87.66773371971381,533,10,22,28,23,1,5,2019,APARTMENT,Morning,Summer,0
41.81830709488438,-87.80763106667554,307,6,47,20,9,3,1,2022,PARKING LOT,Evening,Summer,0
41.89004441733473,-87.5120848798579,232,18,23,63,1,0,10,2020,STREET,Morning,Spring,0
41.85834919261313,-87.86282732715067,1462,4,32,33,8,2,11,2020,PARKING LOT,Evening,Winter,0
41.97938812687866,-87.79437714336069,1319,11,26,36,4,4,8,2022,APARTMENT,Evening,Spring,0
41.74124803298643,-87.78897147861132,1385,13,27,13,20,3,7,2018,PARKING LOT,Morning,Spring,0
41.776525195800154,-87.9461968267719,1405,8,45,62,16,6,1,2022,APARTMENT,Night,Winter,0
42.047047151266625,-87.57235642113224,468,10,12,68,5,5,12,2023,SIDEWALK,Night,Summer,0
42.073228256575206,-87.93560249293506,1226,23,19,23,10,5,12,2018,STREET,Afternoon,Summer,1
42.04627911374324,-87.52691907437185,1755,11,19,72,4,4,4,2019,APARTMENT,Evening,Winter,0
41.80972399697866,-87.54856654200788,1306,3,34,13,6,1,4,2021,RESIDENCE,Morning,Summer,0
41.99018275150344,-87.70901513776131,522,15,32,40,6,5,12,2021,RESIDENCE,Evening,Winter,1
41.83816786665055,-87.70538199128993,1132,8,29,30,3,2,9,2022,PARKING LOT,Night,Winter,0
41.848769926073054,-87.65579993466973,1680,20,21,25,20,5,10,2020,SIDEWALK,Morning,Spring,1
41.70234005452864,-87.7758274946293,343,18,35,73,9,6,2,2022,SIDEWALK,Morning,Summer,0
41.895565151629256,-87.65874997247097,881,21,42,26,23,6,4,2020,RESIDENCE,Evening,Summer,0
41.693067948876674,-87.92985422509018,723,1,5,24,17,2,10,2022,PARKING LOT,Afternoon,Winter,0
41.7657823495336,-87.92567856769263,666,24,12,39,0,5,3,2022,SIDEWALK,Night,Spring,0
42.02751510080997,-87.74424631117121,1516,8,7,61,13,4,10,2021,SIDEWALK,Night,Spring,0
41.703537904605426,-87.70266996450229,626,3,41,49,5,4,5,2023,PARKING LOT,Evening,Summer,0
41.63557914258672,-87.55048206184888,136,1,2,41,10,5,12,2020,APARTMENT,Evening,Fall,0
41.63450379630641,-87.90290271474144,277,20,25,70,13,6,7,2023,RESIDENCE,Afternoon,Winter,0
42.07039226025155,-87.57980843276275,738,16,10,20,19,1,5,2023,SIDEWALK,Night,Summer,1
41.85346021898092,-87.85547869821858,1752,9,38,44,2,0,5,2023,APARTMENT,Afternoon,Summer,0
41.80470603590851,-87.77266235817049,951,17,44,16,15,6,4,2021,APARTMENT,Morning,Fall,0
42.00543929050396,-87.80752890432767,171,16,6,21,15,5,9,2023,APARTMENT,Morning,Fall,0
42.01791296395526,-87.76993012721057,451,23,27,15,6,6,6,2020,APARTMENT,Afternoon,Spring,0
41.766095516557805,-87.88227702586734,722,6,35,39,7,6,10,2019,STREET,Afternoon,Spring,1
41.9468090287369,-87.7233934665184,1272,23,10,42,3,3,6,2023,STREET,Evening,Spring,0
41.98556140792594,-87.58926083457588,1820,7,9,61,11,0,11,2023,PARKING LOT,Night,Spring,0
41.927325343432976,-87.7513096953295,204,24,20,4,11,6,6,2019,RESIDENCE,Night,Winter,0
41.67579753740005,-87.72922389084582,1782,16,37,24,9,5,6,2023,PARKING LOT,Night,Fall,1
42.03794154175853,-87.5680545866234,320,8,35,3,11,6,1,2019,STREET,Afternoon,Summer,0
41.869547276368,-87.6322738484129,1949,10,37,1,10,2,11,2018,PARKING LOT,Evening,Spring,0
41.741236213185005,-87.7292955161661,962,14,40,13,10,3,6,2021,PARKING LOT,Evening,Summer,0
41.812614092718846,-87.83403695831487,1497,11,8,54,14,1,4,2021,APARTMENT,Evening,Winter,0
41.61878554519946,-87.55178296391976,617,2,46,40,5,0,2,2019,SIDEWALK,Afternoon,Spring,0
41.663933400611214,-87.69034081923925,1383,12,31,11,10,0,6,2022,STREET,Afternoon,Winter,0
41.982773375257935,-87.85048357545018,398,20,49,42,1,3,1,2021,STREET,Evening,Spring,0
41.600005817377685,-87.8288961113129,960,20,43,4,23,1,12,2020,PARKING LOT,Afternoon,Summer,0
41.80828291424115,-87.5885901099787,141,13,16,25,21,6,1,2021,SIDEWALK,Morning,Winter,0
41.8612550905428,-87.93013449706065,870,15,28,36,8,5,5,2021,PARKING LOT,Night,Spring,0
41.627317210000484,-87.50355851583703,996,12,6,64,10,1,6,2020,RESIDENCE,Night,Summer,0
42.086539081486166,-87.89134174412834,591,13,32,44,15,5,2,2019,STREET,Night,Summer,0
41.71306266562484,-87.59176916357139,1562,8,28,40,12,0,10,2019,APARTMENT,Morning,Summer,0
41.75209935981814,-87.77235110745275,1906,16,11,45,12,6,8,2020,APARTMENT,Evening,Spring,0
41.75197125612752,-87.72850271752064,1170,3,42,8,21,5,4,2021,APARTMENT,Night,Summer,0
41.715208331058676,-87.55370724014094,184,13,23,35,21,0,12,2023,STREET,Afternoon,Summer,0
41.60073691104316,-87.76418996468486,1809,12,30,44,17,4,4,2021,STREET,Morning,Spring,0
41.964672397044,-87.70812781084705,1181,19,9,18,20,3,10,2019,APARTMENT,Evening,Winter,0
42.08342274989965,-87.92781515191588,1090,2,28,47,0,6,5,2023,STREET,Morning,Summer,0
41.71214674164252,-87.94894363675965,810,1,24,25,19,1,10,2018,APARTMENT,Night,Spring,0
41.931523595901716,-87.83984005714923,308,8,28,41,9,2,4,2019,RESIDENCE,Evening,Winter,0
41.970948163479356,-87.64373760818656,1371,9,24,5,18,3,11,2020,RESIDENCE,Night,Summer,0
42.024212689545266,-87.8954307979884,1334,8,15,64,16,5,5,2023,RESIDENCE,Evening,Spring,1
41.811314598506804,-87.89880711853796,138,21,39,62,0,4,10,2018,PARKING LOT,Night,Fall,0
41.75146545282021,-87.76506772638385,1375,17,33,72,0,3,3,2018,PARKING LOT,Evening,Spring,0
41.76264756701152,-87.6584733326263,1766,9,47,3,16,0,8,2020,SIDEWALK,Morning,Summer,0
41.95631066654926,-87.62956760348843,1025,6,34,37,14,3,6,2023,SIDEWALK,Evening,Winter,0
42.00838973325282,-87.86969719665574,1926,15,22,41,1,6,8,2022,SIDEWALK,Evening,Winter,0
41.6908069838783,-87.91418533368258,861,23,29,20,10,5,5,2019,RESIDENCE,Morning,Winter,1
41.78547050407889,-87.5268213347245,1536,24,34,67,20,3,7,2021,RESIDENCE,Evening,Summer,0
42.05097009837458,-87.83270012784706,1045,13,42,40,1,6,10,2023,RESIDENCE,Morning,Summer,0
42.00334675984737,-87.56599407607608,1569,21,47,8,19,3,7,2019,STREET,Night,Winter,1
42.092429201381236,-87.56142884729174,151,22,10,5,8,5,6,2020,STREET,Night,Winter,0
41.977124129841044,-87.60236483370686,473,12,45,25,18,2,12,2021,RESIDENCE,Night,Winter,0
41.79659760051396,-87.87402487700635,1649,13,30,39,1,4,10,2022,APARTMENT,Evening,Winter,0
41.89531891699732,-87.5801893433356,1030,7,11,37,15,3,4,2020,SIDEWALK,Afternoon,Spring,0
41.93050712712366,-87.60383724834129,255,23,34,5,19,3,6,2019,PARKING LOT,Afternoon,Summer,0
41.63922790815856,-87.6814746544522,1665,18,21,8,8,2,9,2018,SIDEWALK,Night,Fall,0
41.872248479551935,-87.79825908417398,1213,14,13,4,19,1,11,2020,APARTMENT,Morning,Winter,0
41.95466041423631,-87.83187112808005,778,11,25,41,20,3,12,2020,STREET,Evening,Spring,0
41.68366065200053,-87.89514985456384,450,14,21,60,3,6,4,2019,RESIDENCE,Morning,Fall,0
41.99031585871278,-87.7206093198946,168,17,1,54,23,5,6,2022,STREET,Evening,Fall,0
41.891886390257056,-87.68663260602057,1286,24,5,22,12,6,6,2019,STREET,Morning,Winter,0
42.076110892848796,-87.78829745426789,1365,21,22,19,14,5,3,2019,APARTMENT,Night,Winter,1
41.621211149103445,-87.7360884195436,1618,2,7,68,19,3,4,2022,STREET,Afternoon,Spring,0
41.73266306877773,-87.78641849418383,1506,19,13,33,1,1,3,2022,STREET,Morning,Winter,0
41.900776939649916,-87.66154727420569,1175,16,45,22,19,5,3,2020,SIDEWALK,Night,Fall,1
41.74827995610297,-87.54443335649155,753,22,23,65,17,6,10,2018,SIDEWALK,Afternoon,Winter,0
41.957212082035625,-87.87623588207887,162,10,21,11,23,6,12,2019,APARTMENT,Afternoon,Spring,0
41.979502641260964,-87.7783660355436,608,22,6,16,8,3,4,2018,RESIDENCE,Afternoon,Spring,0
41.651257982033236,-87.88660912822212,391,8,20,68,19,3,4,2022,SIDEWALK,Morning,Spring,0
41.85692723210339,-87.66877530331648,1214,21,12,44,0,3,6,2022,STREET,Morning,Spring,0
41.85444527779553,-87.62200827073013,1787,5,40,9,2,4,4,2019,PARKING LOT,Afternoon,Spring,1
41.78464038510777,-87.53063927033115,1547,7,9,72,22,5,6,2020,SIDEWALK,Morning,Winter,0
42.06646243128484,-87.82450763318256,1792,13,28,62,16,0,2,2019,PARKING LOT,Night,Summer,0
42.01375315993661,-87.52240495736055,920,16,11,15,10,4,4,2020,RESIDENCE,Evening,Spring,0
41.94860469095482,-87.9215317976807,1488,5,32,6,23,1,2,2021,STREET,Afternoon,Summer,0
41.9571633178675,-87.67864376148593,249,16,11,1,7,4,12,2020,SIDEWALK,Evening,Winter,0
41.83085807190656,-87.92429027629551,1963,15,24,20,20,6,8,2019,RESIDENCE,Afternoon,Spring,0
42.06049726054829,-87.54780161550713,1394,9,15,36,11,4,12,2019,APARTMENT,Evening,Summer,0
41.94729771362665,-87.71158592431847,980,22,41,2,10,2,9,2020,RESIDENCE,Afternoon,Summer,0
41.96449053082791,-87.64879324215674,1704,23,35,70,12,1,7,2018,APARTMENT,Night,Fall,0
42.030845451893676,-87.5757917333403,1239,12,17,2,14,1,6,2020,APARTMENT,Afternoon,Summer,0
41.737035794671094,-87.88236021988222,803,8,25,3,19,1,8,2021,SIDEWALK,Night,Fall,0
42.00353545193335,-87.93263379712785,615,13,49,7,16,4,4,2021,PARKING LOT,Afternoon,Fall,0
41.697620301478246,-87.55450348433922,1710,5,35,64,11,1,10,2018,APARTMENT,Morning,Summer,0
41.77267097612245,-87.80828004764348,1933,14,19,41,18,5,11,2021,STREET,Evening,Fall,1
41.76780522713492,-87.89195949143277,1364,16,41,54,19,2,2,2019,SIDEWALK,Night,Summer,0
42.08926273419457,-87.73919244331081,129,11,31,41,10,3,4,2018,APARTMENT,Afternoon,Fall,0
42.02826861187396,-87.68076226593679,1266,20,17,5,9,4,5,2018,SIDEWALK,Morning,Spring,0
41.95058493079513,-87.93606322845987,425,12,23,63,16,3,9,2018,STREET,Afternoon,Spring,0
41.963528380807695,-87.82629695378431,1818,15,47,1,21,3,5,2023,SIDEWALK,Evening,Spring,0
41.881036397201285,-87.9352400565754,1048,24,1,25,12,4,9,2020,SIDEWALK,Afternoon,Summer,0
42.073545333554264,-87.76084907486202,115,12,10,46,15,5,9,2020,APARTMENT,Morning,Summer,0
41.84812937644118,-87.54720498692019,210,9,8,15,19,4,8,2018,RESIDENCE,Afternoon,Winter,0
41.79025885493495,-87.5078064148279,971,1,42,69,19,1,5,2021,SIDEWALK,Afternoon,Summer,0
41.681517668465794,-87.66332860092336,812,3,26,17,16,2,12,2023,APARTMENT,Night,Winter,1
41.99310282613053,-87.87726303779694,206,12,34,21,4,4,2,2023,STREET,Night,Winter,0
41.9672219660378,-87.5423677745003,478,20,19,53,8,3,5,2019,STREET,Afternoon,Spring,0
41.79217751926207,-87.71768847955997,261,13,14,55,21,4,11,2019,RESIDENCE,Afternoon,Summer,0
41.612596706979616,-87.88081280955369,382,23,8,10,23,2,1,2020,STREET,Morning,Summer,0
42.019498663859004,-87.53522299874675,368,6,1,57,3,0,8,2022,APARTMENT,Afternoon,Winter,0
41.60570899172704,-87.6091389271746,583,10,48,65,8,5,2,2018,RESIDENCE,Evening,Winter,0
41.951849889814525,-87.62073262727458,766,10,25,37,15,3,7,2022,APARTMENT,Night,Summer,0
42.08512855486303,-87.63086868329252,1196,16,24,7,6,0,11,2019,RESIDENCE,Evening,Winter,0
41.818830664074106,-87.8598470805066,1320,1,47,76,13,0,2,2020,RESIDENCE,Afternoon,Summer,0
41.71748670249798,-87.85504698873162,1366,16,20,40,13,6,12,2020,APARTMENT,Morning,Summer,0
41.95243550502169,-87.64026815070774,697,4,30,50,6,2,11,2020,RESIDENCE,Evening,Fall,0
42.0085640710078,-87.85112476245033,898,6,5,1,23,5,5,2020,APARTMENT,Afternoon,Winter,0
41.873215158038924,-87.75259773643863,1382,19,3,20,15,4,10,2020,STREET,Night,Spring,0
42.08351763762808,-87.59809917848273,897,2,32,31,17,0,7,2018,STREET,Afternoon,Summer,1
41.62583436082898,-87.59722136685598,1272,18,17,68,5,6,6,2023,SIDEWALK,Night,Winter,0
41.852397799152264,-87.74603220236337,1990,10,42,12,6,1,5,2022,PARKING LOT,Morning,Winter,0
41.95922697366127,-87.59351452777614,489,4,5,22,18,4,6,2023,PARKING LOT,Night,Winter,1
42.03132023557459,-87.57262019171087,515,1,11,1,7,5,2,2019,STREET,Afternoon,Summer,0
41.6896278059539,-87.65535091192208,525,15,38,1,0,3,10,2019,SIDEWALK,Morning,Summer,0
42.00000174088184,-87.84720836646122,1096,10,4,3,16,4,1,2023,PARKING LOT,Night,Summer,1
41.87635353785927,-87.8266946988265,1825,18,39,76,18,2,1,2020,APARTMENT,Night,Winter,0
41.79827684099498,-87.80832148006607,1340,16,19,21,21,6,8,2020,APARTMENT,Evening,Spring,0
41.66585751428955,-87.89743815151972,966,13,39,13,6,2,3,2023,RESIDENCE,Night,Fall,0
42.03264787945446,-87.82707817083353,185,15,46,61,17,3,11,2020,PARKING LOT,Afternoon,Spring,0
41.67863660408986,-87.85571634905936,1339,2,49,13,5,3,3,2023,APARTMENT,Morning,Summer,1
41.75489392960455,-87.74510206258613,522,20,23,33,20,3,9,2021,PARKING LOT,Afternoon,Summer,0
41.74502276598122,-87.54120310345748,1443,4,17,6,5,6,6,2019,RESIDENCE,Night,Summer,0
42.035707017095426,-87.90298385746073,217,1,13,25,0,6,4,2020,STREET,Afternoon,Spring,0
41.936351497104454,-87.62587943422368,1058,7,27,23,9,2,4,2022,SIDEWALK,Evening,Spring,0
